Identifiant;Identifiant CTV;Code postal de l'arrondissement;Numéro de STV;Typologie;Maitre d'ouvrage;Objet;Description;Voie(s);Précisions de localisation;Date de début;Date de fin;Impact sur la circulation;Détail de l'impact sur la circulation;Niveau de perturbation;Statut;URL LettreInfoChantier;Date de création;Date dernière MAJ;geo_shape;geo_point_2d
CP001073;;75009;11;3;Société Générale;REHABILITATION_IMMEUBLE;Réhabilitation de l'immeuble étage par étage.;rue Gluck et Halévy;N°2 et 4;2019-03-04;2021-01-29;RESTREINTE;Neutralisation d'un arrêt bus et d'une file de circulation;2;2;;2019-01-24;2019-01-24;"{""type"": ""Polygon"", ""coordinates"": [[[2.332807663059284, 48.872524022937554], [2.332824297881422, 48.87252078450115], [2.332802575113543, 48.872470693388465], [2.332790010745026, 48.872437785748794], [2.332804088696732, 48.87240883441799], [2.332793809727606, 48.872366421798084], [2.332750666774995, 48.872355235441475], [2.332698769664771, 48.87235161498047], [2.33265752331424, 48.872361379401056], [2.332587726219622, 48.872403345578284], [2.332528033851025, 48.87238873570953], [2.332219767967885, 48.872574044932335], [2.332262858740912, 48.872645671334716], [2.332618240905767, 48.87244301563559], [2.332786704134317, 48.87247060492381], [2.332807663059284, 48.872524022937554]]]}";48.8724749812,2.33252135837
CP001477;;75008;9;2;SNCF EOLE;CREATION_ENTRETIEN_OUVRAGE_ART;Création d'un puits de service, travaux préparatoire du 26/08/19 au 30/08/19;Avenue de Messine;du n°2 au n°16;2019-08-26;2022-12-20;RESTREINTE;Maintien d'un file de circulation au droit de l'emprise.;2;2;;2019-08-02;2019-08-02;"{""type"": ""Polygon"", ""coordinates"": [[[2.313937384330043, 48.876027117035385], [2.313974930275214, 48.87605231674796], [2.314718848891941, 48.875718687897425], [2.314751829124944, 48.875679615138374], [2.314923983836086, 48.87561873314292], [2.31520278205598, 48.875540614522286], [2.315195329178253, 48.87542159738105], [2.315171960904685, 48.87541551456593], [2.314820658735195, 48.87552058234331], [2.313844537666749, 48.87595519984275], [2.313937384330043, 48.876027117035385]]]}";48.8757298096,2.31452909361
CP001516;;75004;11;1;DCPA;REHABILITATION_IMMEUBLE;Réhabilitation du Théâtre de la Ville;Av Victoria;entre la rue Adolphe Adam et la place du Châtelet.;2019-10-12;2021-03-31;RESTREINTE;Maintien de 2 files de circulation.;1;2;;2019-10-01;2019-10-01;"{""type"": ""Polygon"", ""coordinates"": [[[2.348194904588667, 48.85758814300805], [2.348538612862081, 48.85749840321287], [2.3485077415143563, 48.85744033853477], [2.348163959147377, 48.857536027046024], [2.348194904588667, 48.85758814300805]]]}";48.8575149662,2.34835395992
CP001644;;75012;14;1;SAP-DGT;TRAVAUX_OUVRAGE;Rénovation SGL Bercy;Quai de Bercy;en vis-à-vis  du 238;2020-09-15;2021-05-15;RESTREINTE;Maintien d'une file de circulation;2;2;;2020-06-17;2020-06-17;"{""type"": ""Polygon"", ""coordinates"": [[[2.375166947616423, 48.83957496923466], [2.375211536771384, 48.839584244328485], [2.375615177368694, 48.839232272713254], [2.375588839523393, 48.83920405622007], [2.375165500496664, 48.839575437438604], [2.375166226908105, 48.83957496547009], [2.375166947616423, 48.83957496923466]]]}";48.8393974629,2.37539678556
CP001672;;75001;11;3;LOUVRE-SAINT HONORE;REHABILITATION_IMMEUBLE;;rue Saint Honoré;n°151;2020-07-06;2024-10-30;RESTREINTE;neutralisation du couloir de bus;2;2;;2020-07-07;2020-07-07;"{""type"": ""Polygon"", ""coordinates"": [[[2.33882744984732, 48.86221882650665], [2.338848724880162, 48.86224749833803], [2.3388935462438623, 48.86226797228002], [2.339204784331713, 48.8621828384879], [2.339221466062563, 48.862147237277505], [2.339182099612276, 48.86212322496458], [2.33882744984732, 48.86221882650665]]]}";48.8621968426,2.33902967599
CP001770;;75015;13;3;Staiton Total;REFECTION_CHAUSSEE;Reprise des trottoirs;AD/15;angle quai d'Issy Les Moulineaux;2020-11-30;2020-12-11;RESTREINTE;Maintien de deux files de circulation.;2;2;;2020-10-21;2020-10-21;"{""type"": ""Polygon"", ""coordinates"": [[[2.265816937435944, 48.83459510096083], [2.265836677128666, 48.83460117150841], [2.265959406819961, 48.83458883702707], [2.266264054475731, 48.83458475689301], [2.266593746831342, 48.83459391819363], [2.266597820038079, 48.83456062842945], [2.265837313863883, 48.83455596280831], [2.265791908268457, 48.83458066970487], [2.265816937435944, 48.83459510096083]]]}";48.8345742116,2.26618581766
CP001731;;75013;14;2;RATP;TRAVAUX_OUVRAGE;Mécanisation de la station de la place d'Italie et dévoiement d'égout;Boulevard Vincent Auriol;entre la place d'Italie et la rue Albert Bayet;2020-09-14;2021-02-19;RESTREINTE;travaux par phases;1;2;;2020-09-02;2020-09-02;"{""type"": ""Polygon"", ""coordinates"": [[[2.356534223023758, 48.831294047879894], [2.358263322409682, 48.83185896218089], [2.358577317693122, 48.83145265241965], [2.356419118137488, 48.83073780319138], [2.356220731689172, 48.830999785471484], [2.356534223023758, 48.831294047879894]]]}";48.8313053481,2.35737820643
CP001791;;75010;11;1;SSOA;CREATION_ENTRETIEN_OUVRAGE_ART;restauration de la passerelle de la Grange aux Belles;Quai de Jemmapes;en vis à vis du n°100 et en vis à vis du n°85 au n°89;2020-11-30;2021-07-30;RESTREINTE;maintien d'une file de circulation en vis à vis du n°100;2;2;;2020-11-05;2020-11-05;"{""type"": ""Polygon"", ""coordinates"": [[[2.364047305314686, 48.87340916043912], [2.364150132546584, 48.87325979809674], [2.364132620600827, 48.87321687416997], [2.364125565904018, 48.873203749548765], [2.363810619261267, 48.87299981796673], [2.363756529678292, 48.872998341555714], [2.36371487369773, 48.873012397107544], [2.363686047782774, 48.87300986423185], [2.363469905114408, 48.87328116730571], [2.363532911286216, 48.87329102091029], [2.363642968741085, 48.873140507602216], [2.3636845653526732, 48.87313121015114], [2.364092361473902, 48.8732642504952], [2.364000617276559, 48.8733922557766], [2.364047305314686, 48.87340916043912]]]}";48.8731561282,2.36384594303
CP001793;;75010;11;1;DVD-SSOA;TRAVAUX_OUVRAGE;Restauration de la passerelle Bichat;quai de Jemmapes;en vis à vois du n°106;2020-11-02;2021-07-30;RESTREINTE;Maintien d'une file de circulation au droit de l'emprise;2;2;;2020-11-09;2020-11-09;"{""type"": ""Polygon"", ""coordinates"": [[[2.363595121011747, 48.87394350537819], [2.363395583662685, 48.87388890599549], [2.363329551615011, 48.873978975852765], [2.363422201338035, 48.87407226927494], [2.363383250161042, 48.87416010351611], [2.363408456237531, 48.87416380613037], [2.363449908305425, 48.87416640620963], [2.3634781247386822, 48.87407137683743], [2.363503345318012, 48.87407388968792], [2.363544695552452, 48.87408481794333], [2.363568577665893, 48.874049252075864], [2.363596183314164, 48.874004188326325], [2.363595121011747, 48.87394350537819]]]}";48.8740065376,2.36346496951
CP001532;;75009;11;3;Hotel Scribe;REHABILITATION_IMMEUBLE;;rue Scribe;n°1;2018-02-05;2020-11-20;RESTREINTE;Maintien d'une file de circulation .;2;2;;2019-10-08;2020-10-22;"{""type"": ""Polygon"", ""coordinates"": [[[2.329985349392258, 48.87086576584575], [2.330099888669338, 48.870818093404765], [2.329897470292854, 48.87042239838303], [2.3297875188379003, 48.87042983548671], [2.329985349392258, 48.87086576584575]]]}";48.8706408294,2.32994495273
CP001736;;75002;11;3;82/92 Réaumur;TRAVAUX_OUVRAGE;Rénovation marquise;Rue de Réaumur;82/92 et retours;2020-09-28;2021-11-05;RESTREINTE;Neutralisation d'une file sur la rue de Réaumur;2;2;;2020-09-10;2020-10-19;"{""type"": ""Polygon"", ""coordinates"": [[[2.349577621977665, 48.867009081788204], [2.349613687180298, 48.86700927777437], [2.349655816085154, 48.86695715684271], [2.351050120960455, 48.86664587011991], [2.351112983399991, 48.866666436277335], [2.351144642771483, 48.86673085518729], [2.351200721486927, 48.86671688212312], [2.351119608699181, 48.866568912352186], [2.349553445342028, 48.86692328708055], [2.349555248735451, 48.866923296881204], [2.349557052128874, 48.86692330668185], [2.349577621977665, 48.867009081788204]]]}";48.8667694455,2.35039175586
CP001777;;75013;14;2;ORANGE;CREATION_RESEAUX;Déplacement de multitubulaire ,phase3;Boulevard Auguste Blanqui;en sortie de la place d'Italie.;2021-01-25;2021-03-05;RESTREINTE;maintien de 5m  de circulation sur le boulevard au droit de l'emprise;2;1;;2020-11-02;2020-11-02;"{""type"": ""Polygon"", ""coordinates"": [[[2.354755561058004, 48.83140611153428], [2.354738714926595, 48.83136937486748], [2.354717257862835, 48.831297394838174], [2.354440656081267, 48.83122213482964], [2.354383730986399, 48.83130749358089], [2.35464545742213, 48.83139076329317], [2.354670256311831, 48.83142563981395], [2.354755561058004, 48.83140611153428]]]}";48.8313189164,2.35457960857
CP001800;;75007;12;2;CPCU;INSPECTION_ENTRETIEN_RESEAU;fuite sur réseau;Bd St Germain;n°254/256;2020-11-16;2020-12-11;RESTREINTE;fermeture du couloir   bus à contre sens;1;2;;2020-11-17;2020-11-17;"{""type"": ""Polygon"", ""coordinates"": [[[2.323523703872028, 48.858211871292994], [2.323467072408663, 48.85818739452711], [2.32335557597438, 48.85831560177968], [2.323391626630538, 48.858358751502244], [2.323523703872028, 48.858211871292994]]]}";48.858268216,2.3234356078
CP001649;;75012;14;2;SAP;ENTRETIEN_RESEAU;;Quai de la rapée;;2020-09-15;2021-05-15;RESTREINTE;Maintien d'une file de circulation .;2;2;;2020-06-24;2020-06-24;"{""type"": ""Polygon"", ""coordinates"": [[[2.374569757992254, 48.83966124232938], [2.374610323566466, 48.8396695064113], [2.375099562035351, 48.839223809918515], [2.374989906796678, 48.83921250042854], [2.374932467136911, 48.83925514668211], [2.374976936890686, 48.83927685224014], [2.374565660390211, 48.839663904603896], [2.374569757992254, 48.83966124232938]]]}";48.8394121365,2.37485615369
CP001780;;75008;9;1;STV;REFECTION_CHAUSSEE;Affaissement;Avenue Hoche;en vis à vis du 34/45;2020-11-30;2020-12-11;RESTREINTE;maintien d'une file dans chaque sens;2;2;http://capgeo.sig.paris.fr/PdfEtImages/ChantiersPerturbants/Pdf/LAR STVNO Hoche.pdf;2020-11-02;2020-11-12;"{""type"": ""Polygon"", ""coordinates"": [[[2.299139250216137, 48.87552333196266], [2.299566116659715, 48.87570310399066], [2.299670563754543, 48.875715613366076], [2.29962606618985, 48.875671332099984], [2.299170407677608, 48.875486632406684], [2.299139714459823, 48.87548883236392], [2.299139250216137, 48.87552333196266]]]}";48.8756036765,2.29939461646
CP001383;;75016;13;3;Fonciére Lyonnaise;REHABILITATION_IMMEUBLE;;avenue avenue d'Iéna / rue Presbourg/avenue Marceau;n°96,n°3, du 85 bis au n°83.;2019-07-01;2021-04-02;BARRAGE_TOTAL;fermeture de la contre allée entre le n°94 et la rue de Presbourg;2;2;;2019-06-14;2019-06-14;"{""type"": ""Polygon"", ""coordinates"": [[[2.295481739227999, 48.871913616483575], [2.295445731066967, 48.87212232579245], [2.295433557713149, 48.87216889322324], [2.295392341798801, 48.87217578870642], [2.295387601523254, 48.872206218887506], [2.295422750776388, 48.87222117862925], [2.295509033303828, 48.872242626804045], [2.295502868732927, 48.872271620446575], [2.29551287888391, 48.87227834170171], [2.295543833714101, 48.872283283210166], [2.295550101576183, 48.87229997684703], [2.296016174452671, 48.87240503810826], [2.296024985413367, 48.872393668261125], [2.296118688556715, 48.87239993014402], [2.296328418402883, 48.872148458419055], [2.296229543062417, 48.87209790686929], [2.296007369114732, 48.87236263082457], [2.295788820957334, 48.87230566418956], [2.295534771337687, 48.87225991078598], [2.295590623218425, 48.871917588473465], [2.295481739227999, 48.871913616483575]]]}";48.8722053987,2.29582241566
CP000939;;75019;10;2;RATP L11;TRAVAUX_OUVRAGE;Adaptation de la station Télégraphe dans le cadre du prolongement de la L11.;Rue de Belleville;entre rue Compans et rue du Docteur Potain.;2018-10-25;2021-12-15;RESTREINTE;Maintien d'une file par sens;2;2;;2018-10-30;2018-10-30;"{""type"": ""Polygon"", ""coordinates"": [[[2.397899421917581, 48.875654087871794], [2.397897484840709, 48.875483516287204], [2.396096717544042, 48.87534934641613], [2.396079112539204, 48.875445345821426], [2.3969083061660212, 48.875518869184546], [2.396901899936585, 48.87559724604566], [2.397899421917581, 48.875654087871794]]]}";48.8755021833,2.39710765749
CP000954;;75001;11;3;Samaritaine Magasin 3;REHABILITATION_IMMEUBLE;Rénovation lourde du magasin 3 de la Samaritaine;Rue de Rivoli;entre les rues du Pont Neuf et la rue des Bourdonnais;2018-11-12;2021-06-11;RESTREINTE;En fonction des phases, restriction des circulations lors du montage de la base vie (12/11/2018 au 16/01/2019);2;2;;2018-11-12;2018-11-12;"{""type"": ""Polygon"", ""coordinates"": [[[2.344041162929869, 48.85978638212703], [2.3446659783412063, 48.85959386502617], [2.344622212863018, 48.859515786650626], [2.343800484946299, 48.85951665177299], [2.343759403089368, 48.85954863580105], [2.343964113656464, 48.85976717145481], [2.344041162929869, 48.85978638212703]]]}";48.8596155965,2.34418067486
CP001336;;75004;11;3;RATP Habitat;REHABILITATION_IMMEUBLE;Ravalement de façade.;N°21-23 bd Bourdon;;2019-07-08;2020-11-20;RESTREINTE;Maintien de deux files de circulation.;2;4;;2019-05-22;2020-11-25;"{""type"": ""Polygon"", ""coordinates"": [[[2.366964224934737, 48.85046253253782], [2.367056394863183, 48.85044398441692], [2.366831443403455, 48.849965694464956], [2.3667409613842523, 48.84999377012538], [2.366964224934737, 48.85046253253782]]]}";48.8502153713,2.36689788421
CP001411;;75013;14;3;Emerige /Sicra;CONSTRUCTION_IMMEUBLE;;rue de Tolbiac;du n°13 au n°7;2019-07-08;2021-03-20;RESTREINTE;Modification des files de circulation;2;2;;2019-06-24;2019-06-24;"{""type"": ""Polygon"", ""coordinates"": [[[2.3753112633957603, 48.82978208333819], [2.375393194060747, 48.829712313574234], [2.374942043513327, 48.82946366924196], [2.3748984106073943, 48.82949556582274], [2.374885111118163, 48.829552606361865], [2.3753112633957603, 48.82978208333819]]]}";48.8296238908,2.37512715648
CP001752;;75008;9;3;HERMES;REHABILITATION_IMMEUBLE;Aménagements intérieurs Bureaux;8 rue de penthièvre;;2020-10-21;2021-04-24;;Maintien de 4,00m de circulation;2;2;http://capgeo.sig.paris.fr/PdfEtImages/ChantiersPerturbants/Pdf/SKM_C30820093013270.pdf;2020-09-30;2020-09-30;"{""type"": ""Polygon"", ""coordinates"": [[[2.3170499689962902, 48.87312948176317], [2.317086743342981, 48.87307591456951], [2.31689020895666, 48.873043859410124], [2.316861399846803, 48.87309509234745], [2.317049254065676, 48.873129001932725], [2.3170499689962902, 48.87312948176317]]]}";48.8730860369,2.31697314811
CP001507;;75008;9;3;DIOR;REHABILITATION_IMMEUBLE;;avenue Montaigne, rue François 1er;du n°30 au n°32, n°15;2019-09-03;2021-06-30;RESTREINTE;Modification des files de circulation, fermeture de la contre allée lors des livraisons.;2;2;;2019-09-20;2020-06-11;"{""type"": ""Polygon"", ""coordinates"": [[[2.306634984499521, 48.86672905934554], [2.30663316528535, 48.86673023864299], [2.306453342938334, 48.86682675705592], [2.306384818521744, 48.8668263599567], [2.306040857370859, 48.866654230263336], [2.305896671045372, 48.866783078259694], [2.3063498416049, 48.86701532954379], [2.306715404125792, 48.86678425408853], [2.306634984499521, 48.86672905934554]]]}";48.8668338609,2.30627568274
CP001781;233157;75006;12;2;GrDF;ENTRETIEN_RESEAU;;Rue de Vaugirard;entre la rue Bonaparte et la rue Garancière.;2020-10-26;2021-03-19;SENS_UNIQUE;depuis la rue Bonaparte jusqu'à la rue de Tournon du 12/11 au 18/12 et du 04/01 au 19/03. Jusqu'au 11/11 et du 19/12 au 03/01, maintien d'une file par sens.;1;2;;2020-11-03;2020-11-06;"{""type"": ""Polygon"", ""coordinates"": [[[2.337194010311395, 48.84934409133207], [2.3372401763719752, 48.849231554028414], [2.336629678207231, 48.84924428266623], [2.335540352119142, 48.84921413328853], [2.334118974868849, 48.84894031935521], [2.3328946914294653, 48.848702575285984], [2.332916249776018, 48.8488100942837], [2.332987441399327, 48.84879999028096], [2.333070856845184, 48.84881095621434], [2.334166700264972, 48.84902651602182], [2.334723668733599, 48.84911538079911], [2.334974887079792, 48.84918924956257], [2.335278826815237, 48.84924215616765], [2.335555866484652, 48.84927327044122], [2.335994083674853, 48.849310575011465], [2.337194010311395, 48.84934409133207]]]}";48.8491128103,2.33515067655
CP001771;;75013;12;1;SAP;SONDAGES_INJECTIONS;Sondages;Place Valhubert;côté quai d'Austerlitz;2020-11-12;2020-12-18;RESTREINTE;Maintien de deux files de circulation par sens.;2;2;;2020-10-21;2020-10-21;"{""type"": ""Polygon"", ""coordinates"": [[[2.365059118778401, 48.843841321014956], [2.365148781946446, 48.843820380400565], [2.365233204659435, 48.84387460652635], [2.365385969383402, 48.843764053715965], [2.365332394000537, 48.843722841409026], [2.365041487061633, 48.84380886485251], [2.365059118778401, 48.843841321014956]]]}";48.8437962724,2.36523064508
CP001806;;75008;9;3;Banque Lazard;REHABILITATION_IMMEUBLE;;Av Percier / bd Haussamnn;;2021-01-04;2022-12-17;RESTREINTE;Neutralisation de la voie bus de l'av Percier au droit de l'emprise.;2;1;;2020-11-26;2020-11-26;"{""type"": ""Polygon"", ""coordinates"": [[[2.31455833179783, 48.87482033946956], [2.314410518140967, 48.874813544751476], [2.31437962918136, 48.87510485738427], [2.315073687012598, 48.87513262534182], [2.315077605877303, 48.87510885303505], [2.314533119469091, 48.87509145938819], [2.31455833179783, 48.87482033946956]]]}";48.874994528,2.31454277092
CP001720;;75010;11;2;EDP;ENTRETIEN_RESEAU;remplacement de vanne, puits n°4;rue de Dunkerque /bd Magenta;n°35/n°127;2021-02-15;2021-05-10;RESTREINTE;neutralisation du couloir de bus et  la piste cyclable.;2;1;;2020-07-31;2020-07-31;"{""type"": ""Polygon"", ""coordinates"": [[[2.35197376520045, 48.88062170530817], [2.3520463233186, 48.88064732068855], [2.352091843764841, 48.880642332038896], [2.352181174770413, 48.880537642214115], [2.352147512638771, 48.88051747241152], [2.352091092516065, 48.8805866485524], [2.352022077061247, 48.88056628738182], [2.35197376520045, 48.88062170530817]]]}";48.8805947623,2.35207645529
CP001598;;75008;9;2;CPCU;CREATION_RESEAUX;Création d'un branchement;rue Bayard /place François 1er;du 22bis au n°1;2020-06-09;2020-12-11;RESTREINTE;maintien d'une file de circulation;2;2;http://capgeo.sig.paris.fr/PdfEtImages/ChantiersPerturbants/Pdf/lettre 18294.pdf;2020-02-20;2020-11-06;"{""type"": ""Polygon"", ""coordinates"": [[[2.307857386847728, 48.86702993165166], [2.307871277452469, 48.86685852448269], [2.307827935749434, 48.866863033180614], [2.307864535250896, 48.86641589329987], [2.307947737597561, 48.86639733793966], [2.308005727076139, 48.86637625797442], [2.307973457492306, 48.86636179425205], [2.307796058791486, 48.866411927772496], [2.307762608159573, 48.86702922163013], [2.307857386847728, 48.86702993165166]]]}";48.8667164366,2.30782373105
CP001601;;75016;13;;RIVP;REHABILITATION_IMMEUBLE;Construction d'un ensemble immobilier;Angle des rues Jasmin et Henri Heine;;2020-03-02;2022-03-04;RESTREINTE;;2;2;;2020-02-20;2020-03-02;"{""type"": ""Polygon"", ""coordinates"": [[[2.266003490928231, 48.851639608404106], [2.26600804347493, 48.851700314605225], [2.266155081526483, 48.851757137159126], [2.266265635007745, 48.85171617192915], [2.266468787151373, 48.85150087685271], [2.266434937808103, 48.85147211452545], [2.266229865511135, 48.851695726781735], [2.266155818727619, 48.85170479062004], [2.266003490928231, 48.851639608404106]]]}";48.851649196,2.26623639564
CP001491;;75010;11;3;ELOEGIE - SIEMP;CONSTRUCTION_IMMEUBLE;;97 rue du Faubourg du Temple;;2019-09-16;2020-11-30;RESTREINTE;Maintien d'une file de circulation.;2;4;;2019-09-03;2020-12-01;"{""type"": ""Polygon"", ""coordinates"": [[[2.373383047298082, 48.87078161591475], [2.373419631749953, 48.870738976472225], [2.373280269739292, 48.8706897051077], [2.373247934611571, 48.87073902905438], [2.373383047298082, 48.87078161591475]]]}";48.8707367748,2.37333182934
CP001737;;75013;14;1;STEA;CREATION_RESEAUX;Création d'un Bassin de stockage;bd de l'Hopital;Square Marie Curie;2020-10-01;2024-04-30;RESTREINTE;;2;2;;2020-09-10;2020-09-25;"{""type"": ""Polygon"", ""coordinates"": [[[2.362239032875808, 48.84006847339192], [2.363620192184527, 48.84185194451383], [2.364493944795216, 48.84089377350789], [2.363430079104163, 48.840434494457966], [2.362899350088685, 48.840273303739046], [2.362239032875808, 48.84006847339192]]]}";48.8409140498,2.36344821274
CP001779;;75013;14;2;ORANGE;CREATION_RESEAUX;Déplacement de la multitubulaire , phase 1;boulevard Blanqui;n°1;2020-11-30;2020-12-18;RESTREINTE;Maintien d'une file de circulation .;2;2;;2020-11-02;2020-11-02;"{""type"": ""Polygon"", ""coordinates"": [[[2.354823524200112, 48.8310112278285], [2.354867524012378, 48.83095078547376], [2.354725736667294, 48.83090361839825], [2.354798981776347, 48.83081001931887], [2.354641669174928, 48.83070684814071], [2.35448063001203, 48.830904675469085], [2.354823524200112, 48.8310112278285]]]}";48.8308683391,2.3546715956
CP001546;;75014;12;3;Promobat;CONSTRUCTION_IMMEUBLE;;Avenue du Général Leclerc;n°42;2019-10-28;2021-04-02;RESTREINTE;Neutralisation du couloir de bus, maintien d'une file de circulation au droit de l'emprise.;2;2;;2019-10-28;2019-10-28;"{""type"": ""Polygon"", ""coordinates"": [[[2.329464096971592, 48.831138916191286], [2.32950614817427, 48.831120115795386], [2.32950482330336, 48.83111106516368], [2.329598310936034, 48.831072564498655], [2.329537970904364, 48.83099988601332], [2.329392408573478, 48.83105189734956], [2.329464096971592, 48.831138916191286]]]}";48.8310660564,2.32949515853
CP000116;;75013;14;2;SNCF;TRAVAUX_OUVRAGE;Base vie;F41 - 43 bd Vincent Auriol sous le viaduc RATP;;2016-09-16;2020-12-31;RESTREINTE;Maintien de 4,93m de circulation piste cyclable incluse. La base vie sera en place du 23/09/16 au 31/12/2020 condamnant la voie de retournement.;2;2;;2016-12-22;2019-03-06;"{""type"": ""Polygon"", ""coordinates"": [[[2.369993722302624, 48.83566249101574], [2.370451457082264, 48.83585917228909], [2.3707002434498192, 48.83596008805611], [2.370753183197598, 48.83590444668051], [2.370055730223922, 48.83560213824699], [2.369993722302624, 48.83566249101574]]]}";48.83578081,2.37036989601
CP000558;;75002;11;3;Vinci Immobilier;REHABILITATION_IMMEUBLE;Neutralisation du couloir de bus et emprises sur trottoir, maintien du cheminement piétons;Boulevard des Capucines;du n° 29 au n°25;2018-02-19;2020-12-31;RESTREINTE;Neutralisation du couloir de bus.;2;2;;2018-02-07;2018-04-12;"{""type"": ""Polygon"", ""coordinates"": [[[2.3303733019616972, 48.87024505172923], [2.330398075583658, 48.87028207234325], [2.331026099901561, 48.87039147255417], [2.331048139259891, 48.87036066196291], [2.3303733019616972, 48.87024505172923]]]}";48.8703201331,2.33071441786
CP000896;;75009;11;3;SNC/SBI/Opération;REHABILITATION_IMMEUBLE;;Rue de Chateaudun;du n°29 au n°23;2018-10-15;2020-12-18;RESTREINTE;maintien de deux files de circulation  .;2;2;;2018-09-27;2020-09-28;"{""type"": ""Polygon"", ""coordinates"": [[[2.33802258382626, 48.87591935861327], [2.337275245016715, 48.87596638232876], [2.337201993643744, 48.875911248528894], [2.337192431469853, 48.87595402650347], [2.3372852800884782, 48.876028305062185], [2.338030829830662, 48.87598008156602], [2.33802258382626, 48.87591935861327]]]}";48.8759729893,2.33761676885
CP000949;;75014;12;3;Unibail;REHABILITATION_IMMEUBLE;;13-35 rue du Commandant René Mouchotte;;2018-11-05;2021-01-29;RESTREINTE;Maintien d'une file de 3,5m par sens.;2;2;;2018-11-08;2019-06-12;"{""type"": ""Polygon"", ""coordinates"": [[[2.320632025024262, 48.83881550056989], [2.319737397665429, 48.83804667662745], [2.319493893063302, 48.83815973810068], [2.320315704908512, 48.838852228982105], [2.3205491256086512, 48.83885468557592], [2.320632025024262, 48.83881550056989]]]}";48.8384715479,2.3200515889
CP001470;;75008;9;2;SNCF Réseau EOLE;TRAVAUX_OUVRAGE;Mise en place d'une station de dessablage des boues de forage;Boulevard Haussmann;Du N° 98 au N° 102;2019-08-12;2021-01-29;RESTREINTE;Neutralisation du couloir de bus;2;2;;2019-07-31;2019-07-31;"{""type"": ""Polygon"", ""coordinates"": [[[2.322606772938305, 48.874459865712204], [2.322584208810473, 48.874391922426994], [2.321978924405855, 48.874472967815514], [2.322001487767527, 48.87454091210909], [2.322606772938305, 48.874459865712204]]]}";48.8744664171,2.32229284784
CP001789;;75008;9;2;ORANGE;CREATION_RESEAUX;branchement d'immeuble;rue de Miromesnil;n°45;2020-11-30;2020-12-11;RESTREINTE;maintien d'une file de circulation , cheminement des piétons en lice sur chaussée  au droit de l'emprise;2;2;;2020-11-05;2020-11-05;"{""type"": ""Polygon"", ""coordinates"": [[[2.315803612970478, 48.8742352229306], [2.315857053150176, 48.874231245710064], [2.315867581350917, 48.87414373980768], [2.315814403801716, 48.87412773069307], [2.315803612970478, 48.8742352229306]]]}";48.8741840937,2.31583479358
CP001760;257927;75008;9;2;CPCU;ENTRETIEN_RESEAU;Modification d'un branchement et inspection du réseau.;Rue Pierre Le Grand;angle rue Daru;2020-11-02;2020-12-18;RESTREINTE;Maintien d'une file de 3,5m.;2;2;http://capgeo.sig.paris.fr/PdfEtImages/ChantiersPerturbants/Pdf/BT 6531 - 750008 RUE PIERRE LE GRAND ET RUE DARU.pdf;2020-10-14;2020-10-14;"{""type"": ""Polygon"", ""coordinates"": [[[2.301988295126723, 48.878064806297374], [2.302049978951297, 48.878016852572735], [2.301553049060546, 48.877748230308235], [2.301511494946819, 48.87781240570311], [2.301624564017576, 48.87787748321614], [2.301599753925942, 48.87790686286975], [2.301109018987921, 48.87834349402728], [2.301186082573749, 48.87838082577021], [2.301684402732171, 48.877942335559354], [2.301745790466574, 48.87793793523317], [2.301988295126723, 48.878064806297374]]]}";48.8780348641,2.30156475268
CP001559;;75009;11;3;AVIVA entreprise Dumez;REHABILITATION_IMMEUBLE;Transformation d'un cinéma en galerie commerçante;Boulevard des Italiens;N° 38;2019-12-02;2020-12-02;RESTREINTE;Neutralisation du couloir de bus, maintien du cheminement piéton, 2.80 sous portique;2;2;;2019-11-22;2019-11-22;"{""type"": ""Polygon"", ""coordinates"": [[[2.334298449318068, 48.87107044959003], [2.334512600265723, 48.8711073334648], [2.334482726660368, 48.871186880462645], [2.334585325314368, 48.87120291773632], [2.334609727383139, 48.87112809871221], [2.334656555809676, 48.87113311833373], [2.334647948431486, 48.871100946925935], [2.334347400472334, 48.8710504956441], [2.334298449318068, 48.87107044959003]]]}";48.8711202757,2.33451695409
CP001725;200791;75001;11;3;ELOGIE - SIEMP;REHABILITATION_IMMEUBLE;;rue la Feuillade;N°3;2020-09-01;2021-12-31;RESTREINTE;Neutralisation du couloir de bus, reste une file de circulation;2;2;;2020-08-11;2020-08-11;"{""type"": ""Polygon"", ""coordinates"": [[[2.34019371014991, 48.865944855997306], [2.34026750676195, 48.86595597130486], [2.340484515012957, 48.86590838686097], [2.340506620827214, 48.86587162564544], [2.34019371014991, 48.865944855997306]]]}";48.8659188251,2.34036508087
